question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: I don't want to be single. I just, I just want to be married again.

Target statement: ""And I just won a million dollars!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,And I just won a million dollars!,"[""I don't want to be single. I just, I just want to be married again.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.

Target statement: ""You sure he is going to be able to crack that code?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,You sure he is going to be able to crack that code?,"[""Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Could guys please try to keep It down? We are trying to start a tournament.

Target statement: ""These people find out that a spelling game is going over there, there will be nobody left at our party.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"These people find out that a spelling game is going over there, there will be nobody left at our party.","[""Could guys please try to keep It down? We are trying to start a tournament.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Hi.
  RACHEL: What's the matter with you?
  CHANDLER: Mean guys at the coffee house took my hat
  JOEY: You kidding
  ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.

Target statement: ""Oh, wait a minute, I have no one.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh, wait a minute, I have no one.","[""Hi."", ""What's the matter with you?"", ""Mean guys at the coffee house took my hat"", ""You kidding"", ""It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: Boy do I feel bad
  MONICA: very bad.
  PHOEBE: Chandler what are you doing?
  MONICA: Chandler?

Target statement: ""Actually I yesterday I was smoking again. Today I am smoking still.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Actually I yesterday I was smoking again. Today I am smoking still.,"[""Boy do I feel bad"", ""very bad."", ""Chandler what are you doing?"", ""Chandler?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Damn, tail pipe's not hot enough to light this.
  JOEY: Relax ok? I can get this open, anybody got a coat hangar?

Target statement: ""Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.","[""Damn, tail pipe's not hot enough to light this."", ""Relax ok? I can get this open, anybody got a coat hangar?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: Chandler, what are you doing? There is a trash can right there!

Target statement: ""I thought if I littered, that crying Indian might come by and save us.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"I thought if I littered, that crying Indian might come by and save us.","[""Chandler, what are you doing? There is a trash can right there!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Okay done
  MONICA: Whats pleh?
  JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.

Target statement: ""Huh! Whats dufus speled backwards?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Huh! Whats dufus speled backwards?,"[""Okay done"", ""Whats pleh?"", ""ThatÕs Help spelled backwards so that helicopters can read it from the air.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: Oh Oh car car.
  PHOEBE: Its Ross on one of his drives
  RACHEL: What is he doing here?
  ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.

Target statement: ""Oh no, now its not gonna make any sense""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh no, now its not gonna make any sense","[""Oh Oh car car."", ""Its Ross on one of his drives"", ""What is he doing here?"", ""He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Okay thatÕs like the least fun game ever.
  RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.

Target statement: ""Nope, that patch is no good.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Nope, that patch is no good.","[""Okay thatÕs like the least fun game ever."", ""Well I am really sick of your smoking. So I brought something that is going to help you quit.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: Two week straight and she hasn't smoked since.
  MONICA: So how did you guys meet?
  PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.
  PERSON2: And he was my best student.
  PERSON1: Yes she was my best teacher.

Target statement: ""If that doesn't keep kids in school, what will?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"If that doesn't keep kids in school, what will?","[""Two week straight and she hasn't smoked since."", ""So how did you guys meet?"", ""Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class."", ""And he was my best student."", ""Yes she was my best teacher.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: And! And!
  RACHEL: Ah!

Target statement: ""Hey, my father's house does that.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Hey, my father's house does that.","[""And! And!"", ""Ah!""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.

Target statement: ""Were you so late because you were burying this woman?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Were you so late because you were burying this woman?,"[""Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she like to switch cars. She was totally at my mercy.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Thirty seconds all the questions we can answer
  MONICA: You guys are dead, I am so good in lightning rounds.
  CHANDLER: I majored in lightning rounds, alright! We are gonna destroy you!
  MONICA: Wanna bet?

Target statement: ""I am so confused as to what we have been doing so far.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I am so confused as to what we have been doing so far.,"[""Thirty seconds all the questions we can answer"", ""You guys are dead, I am so good in lightning rounds."", ""I majored in lightning rounds, alright! We are gonna destroy you!"", ""Wanna bet?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Hey guys, what should I wear to a Nick's game?

Target statement: ""A tshirt that says - I don't belong here.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,A tshirt that says - I don't belong here.,"[""Hey guys, what should I wear to a Nick's game?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: What if you could keep the apartment and get the tickets.
  JOEY: Done
  RACHEL: Let me finish, talking about a bet, winner takes all
  JOEY: We could end up with nothing.
  PHOEBE: Or you could end up with everything
  JOEY: I like that!
  MONICA: So what do you say?
  CHANDLER: No
  MONICA: Just do it!

Target statement: ""Oh Oh, I am convinced!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh Oh, I am convinced!","[""What if you could keep the apartment and get the tickets."", ""Done"", ""Let me finish, talking about a bet, winner takes all"", ""We could end up with nothing."", ""Or you could end up with everything"", ""I like that!"", ""So what do you say?"", ""No"", ""Just do it!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring.

Target statement: ""Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Oh just like give a minute to wake up for this  ...  Ha ha! You lost the ring. You the worst best man ever!,"[""The stripper stole the ring! The stripper stole the ring! Chandler get up get up, the stripper stole the ring.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.

Target statement: ""Pheebs, you may know this, you know strange things. What is the boiling point of brain?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?","[""Maybe I should get another pair. Oh, you know they had some with uh, with  fringe all down the sides.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Look out! You almost crushed my hat
  ROSS: Sorry

Target statement: ""And the bunny got away!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,And the bunny got away!,"[""Look out! You almost crushed my hat"", ""Sorry""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: This would be the place where you explain the hat
  JOEY: Oh, Okay. This is called the top hat?
  ROSS: And why are you wearing this? Is it top hat?
  JOEY: Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.

Target statement: ""And you are gonna make them all disappear.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,And you are gonna make them all disappear.,"[""This would be the place where you explain the hat"", ""Oh, Okay. This is called the top hat?"", ""And why are you wearing this? Is it top hat?"", ""Oh , yeah. There's this play right. And I am up for the part of this real cool like suave, international guy. A real close horse. So I figured everyone in the audition is gonna be wearing this kind of, you now, ultra hip, high fashion stuff.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: [Laughs]

Target statement: ""Wow you look just like your son, Mrs. Tribbiani""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Wow you look just like your son, Mrs. Tribbiani","[""[Laughs]""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.

Target statement: ""Your makeup?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Your makeup?,"[""Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?

Target statement: ""I'm sorry man there is never a good time to have to .. Stop catching on fire.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I'm sorry man there is never a good time to have to .. Stop catching on fire.,"[""When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.

Target statement: ""Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,"[""Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.

Target statement: ""See now that I see crying over, but Bambi, is a cartoon.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"See now that I see crying over, but Bambi, is a cartoon.","[""You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: I am sorry, why did Phoebe and Mike breakup?

Target statement: ""Because his penis was too big. I am sorry, thatÕs the kind of thing I do.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Because his penis was too big. I am sorry, thatÕs the kind of thing I do.","[""I am sorry, why did Phoebe and Mike breakup?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: But that reminds me, sign this.
  ROSS: What is it?
  PERSON: Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.

Target statement: ""Oh hurry up, I want to sign that.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh hurry up, I want to sign that.","[""But that reminds me, sign this."", ""What is it?"", ""Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: What are you doing?
  CHANDLER: Key is stuck in the lock.
  JOEY: I could fix it hold on hold on, watch out watch out.
  CHANDLER: It still doesn't work!
  JOEY: I am not finished.

Target statement: ""Nice jon Joe, you are quite the craftsman!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Nice jon Joe, you are quite the craftsman!","[""What are you doing?"", ""Key is stuck in the lock."", ""I could fix it hold on hold on, watch out watch out."", ""It still doesn't work!"", ""I am not finished.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks
  JOEY: I don't know Chandler, I am not so good with remembering lines.

Target statement: ""Well thank God your livelihood doesn't depend on it.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Well thank God your livelihood doesn't depend on it.,"[""Hey, I need you to set me up for a joke. Later when Monica is around I need you to ask me about firetrucks"", ""I don't know Chandler, I am not so good with remembering lines.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: It isnt working
  MONICA: We have to unscrew the chain
  JOEY: Hurry, I can't feel my ears
  CHANDLER: Can you ever feel your ears?
  JOEY: Interesting

Target statement: ""Oh I left them in my bulldozer .. I don't have tools!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Oh I left them in my bulldozer .. I don't have tools!,"[""It isnt working"", ""We have to unscrew the chain"", ""Hurry, I can't feel my ears"", ""Can you ever feel your ears?"", ""Interesting""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Quack quack, quack quack, quack quack.

Target statement: ""We were wondering what was taking so long with the gift, but now we understand you were doing this.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"We were wondering what was taking so long with the gift, but now we understand you were doing this.","[""Quack quack, quack quack, quack quack.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Okay, lets find these birds.
  JOEY: Wait wait, you hear that? There are in the table?
  CHANDLER: That can't be good
  JOEY: We have to get them out of there
  CHANDLER: how?
  JOEY: Maybe we can lure them out, you know of any bird calls?

Target statement: ""Oh tons. I am quite the woodsman.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Oh tons. I am quite the woodsman.,"[""Okay, lets find these birds."", ""Wait wait, you hear that? There are in the table?"", ""That can't be good"", ""We have to get them out of there"", ""how?"", ""Maybe we can lure them out, you know of any bird calls?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.

Target statement: ""If only there was something in your head to control the things you say.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,If only there was something in your head to control the things you say.,"[""Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: So uh, does it do anything uh special?

Target statement: ""Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.","[""So uh, does it do anything uh special?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: Hey

Target statement: ""I am sorry, we donÕt have your sheep.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"I am sorry, we donÕt have your sheep.","[""Hey""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: What what?
  JOEY: Hey, shaving?

Target statement: ""No, rabies.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, rabies.","[""What what?"", ""Hey, shaving?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Hold on, there is something different.
  ROSS: I went to their tanning place your wife suggested.

Target statement: ""Was that place the sun?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Was that place the sun?,"[""Hold on, there is something different."", ""I went to their tanning place your wife suggested.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.

Target statement: ""Maybe he was nervous.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Maybe he was nervous.,"[""Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Okay you are right, I am in love with Joey's girlfriend.
  PHOEBE: What? How is that possible? You barely know her.
  CHANDLER: I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.

Target statement: ""No you are not Chandler, we still love you Chandler""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No you are not Chandler, we still love you Chandler","[""Okay you are right, I am in love with Joey's girlfriend."", ""What? How is that possible? You barely know her."", ""I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around!
  CHANDLER: Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down.

Target statement: ""We got a box.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,We got a box.,"[""When that guy was robbing us and I was locked in the entertainment unit for like six hours, do you know what I was doing there in all that time? I was thinking about how I let you down. Yeah. But if I had known what kind of friend you would turn out to be, I wouldn't have worried about it so much. See you around!"", ""Wait! Just wait one second. There has to be something that I can do, something. If we still had that entertainment unit, I would get in there for six hours and think about  how I let you down.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Well cathy's last boyfriend was Joey.
  ROSS: And you're afraid you wont be able to fill his shoes

Target statement: ""I was saying the actual words""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I was saying the actual words,"[""Well cathy's last boyfriend was Joey."", ""And you're afraid you wont be able to fill his shoes""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSS: According to Chandler, what phenomenon scares the bejesus out of him?
  MONICA: Michael flatly lord of the dance
  ROSS: That is correct!
  JOEY: The Irish gig guy?

Target statement: ""His legs flail about as if independent from his body""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,His legs flail about as if independent from his body,"[""According to Chandler, what phenomenon scares the bejesus out of him?"", ""Michael flatly lord of the dance"", ""That is correct!"", ""The Irish gig guy?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: You know what I knew something like this is gonna happen
  MONICA: What are you doing? Chandler, you can't just go back a phase

Target statement: ""Yes you can. You're thinking about time, you can't go back in time.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Yes you can. You're thinking about time, you can't go back in time.","[""You know what I knew something like this is gonna happen"", ""What are you doing? Chandler, you can't just go back a phase""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Are you kidding me? Joey Joey Joey Joey!

Target statement: ""Did I wake you?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Did I wake you?,"[""Are you kidding me? Joey Joey Joey Joey!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MONICA: Actually, I was gonna do some laundry. Chandler, do you wanna do it with me?
  CHANDLER: Sure I will do it with you
  RACHEL: You don't mind do you, that would really help me a lot Thanks.
  MONICA: I don't think I have enough quarters
  PHOEBE: I have quarters!

Target statement: ""Great! Now we can do laundry all night. All night laundry!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Great! Now we can do laundry all night. All night laundry!,"[""Actually, I was gonna do some laundry. Chandler, do you wanna do it with me?"", ""Sure I will do it with you"", ""You don't mind do you, that would really help me a lot Thanks."", ""I don't think I have enough quarters"", ""I have quarters!""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: That's a good one. Mine is to pilot a commercial jet.

Target statement: ""ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths","[""That's a good one. Mine is to pilot a commercial jet.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: What an interesting approach to guitar instruction.

Target statement: ""You know some might find it amusing, I myself find it regular.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"You know some might find it amusing, I myself find it regular.","[""What an interesting approach to guitar instruction.""]",1
